LOC	 PID 	 TYPE 	 AREA 	 PERIM 	 GYRATE 	 SHAPE 	 FRAC 	 CORE 	 NCORE 	 CAI
naju_nongeup	255	 cls_1 	2.68	1420	79.7559	2.1515	1.1518	1.75	1	65.2985
naju_nongeup	257	 cls_1 	0.27	300	22.7228	1.3636	1.0929	0.09	1	33.3333
naju_nongeup	260	 cls_1 	11.83	3600	299.4215	2.6087	1.1647	9.29	1	78.5292
naju_nongeup	263	 cls_1 	1.07	520	41.4584	1.2381	1.0493	0.68	1	63.5514
naju_nongeup	267	 cls_1 	0.94	620	54.4795	1.55	1.1026	0.5	1	53.1915
naju_nongeup	268	 cls_1 	0.84	500	41.2327	1.3158	1.0687	0.51	1	60.7143
naju_nongeup	270	 cls_1 	0.4	300	24.6084	1.1538	1.0411	0.22	1	55
naju_nongeup	272	 cls_1 	0.15	180	15.7935	1.125	1.041	0.03	1	20
naju_nongeup	274	 cls_1 	2.79	1140	99.2709	1.6765	1.1044	1.93	1	69.1756
naju_nongeup	279	 cls_1 	1.07	640	48.0112	1.5238	1.094	0.62	1	57.9439
naju_nongeup	281	 cls_1 	11.41	3580	170.0429	2.6324	1.1674	8.91	1	78.0894
naju_nongeup	282	 cls_1 	0.62	580	50.9609	1.8125	1.1398	0.27	2	43.5484
naju_nongeup	283	 cls_1 	1.7	900	66.0928	1.6667	1.112	1.1	1	64.7059
naju_nongeup	284	 cls_1 	45.73	13180	402.9333	4.8456	1.243	36.41	5	79.6195
naju_nongeup	285	 cls_1 	2.26	1400	100.8998	2.2581	1.1686	1.33	5	58.8496
naju_nongeup	287	 cls_1 	16.23	5500	278.4935	3.3951	1.2046	12.38	1	76.2785
naju_nongeup	288	 cls_1 	306.11	31640	869.7324	4.52	1.2021	283.84	3	92.7248
naju_nongeup	289	 cls_1 	0.58	500	45.1233	1.5625	1.1144	0.21	1	36.2069
naju_nongeup	291	 cls_1 	6.53	1920	152.3039	1.8462	1.1137	5.19	1	79.4793
naju_nongeup	293	 cls_1 	482.42	48980	1337.4768	5.5659	1.2233	448.41	3	92.9501
naju_nongeup	296	 cls_1 	0.69	440	35.3218	1.2941	1.0635	0.38	1	55.0725
naju_nongeup	297	 cls_1 	0.75	880	78.2733	2.4444	1.209	0.23	3	30.6667
naju_nongeup	298	 cls_1 	1.15	780	65.1297	1.7727	1.1279	0.65	1	56.5217
naju_nongeup	299	 cls_1 	1.59	980	80.7317	1.8846	1.1373	0.93	1	58.4906
naju_nongeup	301	 cls_1 	0.68	760	59.8613	2.2353	1.1892	0.26	1	38.2353
naju_nongeup	302	 cls_1 	0.54	440	34.5381	1.4667	1.0939	0.27	1	50
naju_nongeup	303	 cls_1 	981.54	134400	1735.4045	10.7177	1.2947	886.41	7	90.3081
naju_nongeup	304	 cls_1 	3.81	1780	148.926	2.225	1.1563	2.49	2	65.3543
naju_nongeup	305	 cls_1 	10.61	2400	143.3155	1.8182	1.1056	8.91	1	83.9774
naju_nongeup	306	 cls_1 	34.76	3780	262.0701	1.6017	1.074	32.22	1	92.6928
naju_nongeup	307	 cls_1 	0.94	580	45.631	1.45	1.088	0.6	1	63.8298
naju_nongeup	309	 cls_1 	10.05	3140	156.0669	2.4531	1.1574	7.95	1	79.1045
naju_nongeup	311	 cls_1 	4.87	2160	156.8393	2.4	1.1658	3.3	1	67.7618
naju_nongeup	312	 cls_1 	4.47	2260	205.9342	2.6279	1.1836	2.89	2	64.6532
naju_nongeup	315	 cls_1 	8.68	3400	213.389	2.8814	1.1864	6.39	1	73.6175
naju_nongeup	316	 cls_1 	24.31	6380	322.2657	3.2222	1.1893	20.15	2	82.8877
naju_nongeup	317	 cls_1 	8.82	2140	139.4031	1.7833	1.1034	7.3	1	82.7664
naju_nongeup	318	 cls_1 	0.57	420	34.3673	1.3125	1.0763	0.29	1	50.8772
naju_nongeup	321	 cls_1 	1.64	1280	120.672	2.4615	1.1887	0.63	5	38.4146
naju_nongeup	323	 cls_1 	4.21	1240	84.7224	1.4762	1.0775	3.37	1	80.0475
naju_nongeup	324	 cls_1 	2.93	1620	104.8426	2.3143	1.1675	1.78	2	60.7509
naju_nongeup	325	 cls_1 	3.59	2120	146.0587	2.7895	1.1961	2.15	1	59.8886
naju_nongeup	326	 cls_1 	88.04	18280	536.8728	4.8617	1.2313	75.34	2	85.5747
naju_nongeup	327	 cls_1 	1.13	580	47.4996	1.3182	1.0665	0.72	1	63.7168
naju_nongeup	329	 cls_1 	0.08	200	15.0832	1.6667	1.1705	0	0	0
naju_nongeup	330	 cls_1 	0.67	480	39.405	1.4118	1.0868	0.34	1	50.7463
naju_nongeup	331	 cls_1 	0.66	540	36.1694	1.5882	1.1155	0.32	1	48.4848
naju_nongeup	335	 cls_1 	41.85	5460	386.9564	2.1	1.1154	37.83	1	90.3943
naju_nongeup	337	 cls_1 	5.95	2080	159.7299	2.1224	1.1377	4.56	1	76.6387
naju_nongeup	338	 cls_1 	3.19	1360	112.7127	1.8889	1.1242	2.32	1	72.7273
naju_nongeup	341	 cls_1 	0.68	360	32.3108	1.0588	1.0198	0.41	1	60.2941
naju_nongeup	343	 cls_1 	0.37	320	25.8937	1.2308	1.0667	0.17	1	45.9459
naju_nongeup	347	 cls_1 	1.15	560	42.2866	1.2727	1.057	0.77	1	66.9565
naju_nongeup	348	 cls_1 	50.55	6240	338.6847	2.1818	1.1197	46.21	1	91.4144
naju_nongeup	351	 cls_1 	52.28	13460	594.0817	4.6414	1.2336	42.71	2	81.6947
naju_nongeup	352	 cls_1 	2.37	960	75.7344	1.5484	1.0882	1.69	1	71.308
naju_nongeup	353	 cls_1 	11.47	6500	382.8892	4.7794	1.2692	6.87	8	59.8954
naju_nongeup	357	 cls_1 	2.43	1360	131.9062	2.125	1.1544	1.35	1	55.5556
naju_nongeup	360	 cls_1 	12.3	4080	210.3328	2.8732	1.1822	9.41	1	76.5041
naju_nongeup	361	 cls_1 	19.56	3100	229.4444	1.7416	1.0921	17.1	1	87.4233
naju_nongeup	363	 cls_1 	0.68	460	35.5545	1.3529	1.0754	0.37	1	54.4118
naju_nongeup	364	 cls_1 	2.98	1460	76.7687	2.0857	1.1454	1.99	1	66.7785
naju_nongeup	365	 cls_1 	0.94	600	47.4387	1.5	1.0954	0.55	1	58.5106
naju_nongeup	366	 cls_1 	3323	393560	3807.8442	17.0668	1.3276	3046.23	34	91.6711
naju_nongeup	369	 cls_1 	2.21	940	68.6421	1.5667	1.0916	1.57	1	71.0407
naju_nongeup	370	 cls_1 	1.93	1000	73.8619	1.7857	1.1191	1.24	1	64.2487
naju_nongeup	371	 cls_1 	5.39	2140	130.0999	2.2766	1.1533	3.93	1	72.9128
naju_nongeup	372	 cls_1 	52.79	10660	349.268	3.6507	1.1973	45.27	2	85.7549
naju_nongeup	374	 cls_1 	8.87	2540	136.9199	2.1167	1.1329	7.07	1	79.7069
naju_nongeup	378	 cls_1 	24.81	7720	294.211	3.86	1.2181	19.33	1	77.9121
naju_nongeup	379	 cls_1 	1.76	660	57.1736	1.2222	1.0446	1.26	1	71.5909
naju_nongeup	380	 cls_1 	1.96	1260	86.4332	2.25	1.1641	1.08	2	55.102
naju_nongeup	381	 cls_1 	0.78	720	45.8309	2	1.1589	0.31	1	39.7436
naju_nongeup	382	 cls_1 	0.53	400	29.2448	1.3333	1.074	0.28	1	52.8302
naju_nongeup	383	 cls_1 	17.81	4480	259.1462	2.6353	1.1615	14.76	5	82.8748
naju_nongeup	384	 cls_1 	0.29	280	23.4451	1.2727	1.0658	0.1	1	34.4828
naju_nongeup	385	 cls_1 	20.76	5060	304.6429	2.75	1.1668	17.41	1	83.8632
naju_nongeup	387	 cls_1 	1.24	720	52.5238	1.5652	1.1019	0.8	1	64.5161
naju_nongeup	388	 cls_1 	0.42	440	34.5254	1.6923	1.1268	0.15	2	35.7143
naju_nongeup	389	 cls_1 	2.26	1240	93.1578	2	1.1444	1.45	1	64.1593
naju_nongeup	391	 cls_1 	57.34	17640	489.8808	5.8026	1.2658	44.67	2	77.9037
naju_nongeup	392	 cls_1 	1.16	740	55.8121	1.6818	1.1156	0.64	1	55.1724
naju_nongeup	393	 cls_1 	1.66	1080	83.6094	2.0769	1.1523	0.95	1	57.2289
naju_nongeup	394	 cls_1 	1.88	1260	80.1658	2.25	1.169	1	3	53.1915
